구,법정동명,건축유형,매매_거래건수,매매가_평당_중앙값,매매가_평당_평균,매매가_총액_중앙값,매매_전용면적_중앙값,매매_거래건수_주의,전세_거래건수,전세보증금_평당_중앙값,전세보증금_평당_평균,전세보증금_총액_중앙값,전세_전용면적_중앙값,전세_거래건수_주의,월세_거래건수,월세보증금_평당_중앙값,월세_평당_중앙값,월세보증금_총액_중앙값,월세_총액_중앙값,월세_전용면적_중앙값,월세_거래건수_주의
중원구,성남동,단독_다가구,12.0,1278.8949987220485,1254.6260449743852,77650.0,214.12,False,167.0,1050.1097359735975,1084.3121688270119,16000.0,50.48,False,434.0,132.232,4.9587,1000.0,49.5,35.0,False
중원구,성남동,아파트,93.0,2354.234761588776,2599.415334981594,54500.0,82.63,False,81.0,1635.5225726654298,1687.334572146222,36000.0,80.37,False,87.0,334.44437832093513,2.3865981185736165,5000.0,33.0,45.31,False
중원구,성남동,연립_다세대,124.0,1835.681421545296,1854.5181743605042,31950.0,59.485,False,100.0,1302.7457651735344,1371.3926713395645,22350.0,53.695,False,125.0,222.76280323450132,4.851956947162426,3000.0,50.0,39.18,False
중원구,성남동,오피스텔,207.0,2168.9036043012065,2024.9209184307115,16900.0,30.33,False,231.0,2078.7109451758697,2044.5813514523395,24000.0,39.98,False,985.0,164.96007984031937,7.387262569832403,1000.0,70.0,23.54,False
중원구,여수동,단독_다가구,1.0,1802.482651182552,1802.482651182552,269500.0,494.27,True,76.0,1598.2315076027069,1574.2196150662814,28000.0,59.22,False,100.0,390.99368764568766,4.595889163071614,5000.0,55.0,50.0,False
중원구,여수동,아파트,203.0,4651.944182760245,4668.78492065296,89500.0,51.93,False,207.0,2859.2174629324545,2793.200954311202,55600.0,59.94,False,67.0,819.7976583862892,5.060692416391898,20000.0,120.0,59.98,False
중원구,여수동,오피스텔,30.0,2262.464973160736,2275.636028937921,18750.0,27.225,False,70.0,2397.8057641145397,2388.097048154573,18600.0,25.17,False,226.0,183.4517768060697,9.103752151462995,2000.0,75.0,26.535,False
중원구,은행동,단독_다가구,9.0,863.9534331195058,936.4685035218135,44000.0,168.36,False,73.0,797.1529266281946,776.9818560202409,11700.0,45.11,False,214.0,82.64500000000001,3.7737492099690506,1000.0,40.0,36.3,False
중원구,은행동,아파트,178.0,3384.8896986131126,3483.3973119936463,70000.0,66.56,False,168.0,1369.1160345031315,1345.3630253181282,33600.0,84.63,False,118.0,87.87347155768208,2.313366273271785,2000.0,45.0,66.38,False
중원구,은행동,연립_다세대,353.0,1325.494837935174,1346.184995485448,17500.0,43.77,False,754.0,963.3574011999236,934.6605173027222,12570.0,42.98,False,262.0,131.60031847133757,3.2826766956201574,2000.0,45.0,42.605000000000004,False
중원구,은행동,오피스텔,3.0,2267.875741379418,2165.1446403738782,55000.0,79.5023,True,1.0,1183.9652084932206,1183.9652084932206,28000.0,78.18,True,,,,,,,
중원구,중앙동,단독_다가구,31.0,1857.1910112359549,2742.713451268703,78000.0,115.46,False,44.0,912.4835048800238,840.9502694123267,13000.0,46.650000000000006,False,136.0,41.80077507125081,1.3164922847751106,500.0,35.0,54.8,False
중원구,중앙동,아파트,304.0,4768.033714885913,4639.932680708407,101250.0,74.92,False,266.0,2567.158489234028,2511.0302312919707,53100.0,74.92,False,146.0,552.0708082832331,6.20078138419429,10000.0,140.0,59.98,False
중원구,중앙동,연립_다세대,41.0,1974.8354373309287,2111.6932339305044,28200.0,48.18,False,57.0,920.8356545961004,913.4760576339041,13000.0,48.18,False,25.0,126.34435314351234,3.372691719095392,2000.0,50.0,47.72,False
중원구,하대원동,단독_다가구,7.0,1129.7895193663883,1177.12702585676,64500.0,185.22,False,68.0,803.849371766445,839.5682520281971,12000.0,51.595,False,150.0,94.45142857142856,3.9118633333333332,1000.0,40.0,36.015,False
중원구,하대원동,아파트,158.0,2829.708789269326,2868.473156768518,66500.0,84.03,False,191.0,1905.9206965525357,1884.0700076921219,40000.0,64.61,False,71.0,388.96340745970116,4.917189976254996,10000.0,110.0,73.9524,False
중원구,하대원동,연립_다세대,59.0,1569.590942293645,1599.6513293819914,28000.0,57.87,False,44.0,1143.717132576806,1175.0622073952093,20250.0,59.655,False,75.0,357.5134151785714,2.948786237655304,3362.0,30.0,34.08,False
중원구,하대원동,오피스텔,,,,,,,9.0,2105.0893950526574,2108.3279941219694,26000.0,40.83,False,17.0,1110.9309198229219,1.5209364005412718,13509.0,18.0,40.37,False
