"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"425","경기도 성남시 수정구 수진동","1***","다가구","8m미만","127.04","68.10","202512","27","85,000","개인","개인","1987","산성대로149번길","-","중개거래","경기 성남시 수정구, 경기 하남시"
"426","경기도 성남시 수정구 수진동","2***","다가구","8m미만","133.07","67.80","202512","26","85,000","개인","개인","1991","제일로98번길","-","중개거래","경기 성남시 수정구"
"427","경기도 성남시 수정구 신흥동","2***","다가구","8m미만","87.61","77.70","202512","26","75,000","개인","개인","1980","수정로228번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"428","경기도 성남시 수정구 수진동","4**","다가구","8m미만","81.29","65.50","202512","25","67,000","개인","개인","1981","수정남로60번길","-","중개거래","경기 성남시 분당구"
"429","경기도 성남시 수정구 태평동","5***","다가구","8m미만","129.95","65.50","202512","25","61,000","개인","개인","1990","남문로24번길","-","중개거래","경기 성남시 수정구"
"430","경기도 성남시 수정구 수진동","2***","다가구","8m미만","261.92","115.40","202512","25","135,000","개인","개인","2004","산성대로149번길","-","중개거래","경기 성남시 수정구"
"431","경기도 성남시 수정구 수진동","8**","단독","8m미만","38.35","63.50","202512","25","73,000","개인","개인","1972","수정남로66번길","-","중개거래","경기 성남시 수정구"
"432","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","75.09","64.50","202512","25","73,000","개인","개인","1984","탄리로30번길","-","중개거래","경기 성남시 수정구"
"433","경기도 성남시 수정구 수진동","1***","다가구","8m미만","122.40","64.10","202512","25","83,500","개인","개인","1990","산성대로165번길","-","중개거래","경기 성남시 수정구"
"434","경기도 성남시 수정구 수진동","1***","다가구","8m미만","120.70","68.10","202512","24","90,000","개인","개인","2005","산성대로173번길","-","중개거래","경기 성남시 수정구"
"435","경기도 성남시 수정구 수진동","4***","단독","8m미만","157.56","67.80","202512","24","80,000","개인","개인","1985","성남대로1194번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"436","경기도 성남시 수정구 태평동","3***","다가구","8m미만","134.06","72.70","202512","23","40,000","개인","개인","1990","탄리로120번길","-","직거래","-"
"437","경기도 성남시 수정구 태평동","2***","단독","8m미만","120.78","72.10","202512","23","46,500","개인","개인","1984","남문로101번길","-","중개거래","경기 성남시 수정구"
"438","경기도 성남시 수정구 수진동","7**","다가구","8m미만","102.08","59.80","202512","22","74,000","개인","개인","1991","탄리로31번길","-","중개거래","경기 성남시 수정구"
"439","경기도 성남시 수정구 수진동","2***","다가구","8m미만","154.99","68.10","202512","22","92,000","개인","개인","1988","탄리로5번길","-","중개거래","경기 성남시 수정구"
"440","경기도 성남시 수정구 수진동","2***","단독","8m미만","99.13","69.80","202512","22","86,500","개인","개인","1985","탄리로9번길","-","중개거래","경기 성남시 수정구"
"441","경기도 성남시 수정구 신흥동","4***","단독","8m미만","40.50","61.20","202512","20","62,000","개인","개인","1980","산성대로215번길","-","중개거래","경기 성남시 수정구, 서울 강남구"
"442","경기도 성남시 수정구 수진동","2***","다가구","8m미만","137.37","70.70","202512","20","92,000","개인","개인","1989","제일로110번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"443","경기도 성남시 수정구 신흥동","6***","단독","8m미만","130.28","75.00","202512","20","76,000","개인","개인","1988","산성대로215번길","-","중개거래","경기 성남시 수정구"
"444","경기도 성남시 수정구 신흥동","3***","단독","8m미만","98.17","57.90","202512","20","68,000","개인","개인","1992","수정남로152번길","-","중개거래","경기 성남시 수정구"
"445","경기도 성남시 수정구 수진동","1***","다가구","8m미만","104.98","62.80","202512","20","77,500","개인","개인","1991","제일로124번길","-","중개거래","경기 성남시 수정구"
"446","경기도 성남시 수정구 수진동","2***","다가구","8m미만","109.30","58.80","202512","17","79,000","개인","개인","1984","제일로102번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"447","경기도 성남시 수정구 수진동","1***","다가구","8m미만","109.80","66.10","202512","15","78,000","개인","개인","1989","제일로110번길","-","중개거래","경기 성남시 수정구"
"448","경기도 성남시 수정구 태평동","4***","다가구","8m미만","124.88","63.50","202512","15","65,000","개인","개인","1988","남문로43번길","-","중개거래","경기 성남시 수정구"
"449","경기도 성남시 수정구 태평동","2***","다가구","8m미만","102.42","64.50","202512","15","41,500","개인","개인","1997","시민로241번길","-","중개거래","경기 성남시 수정구"
"450","경기도 성남시 수정구 수진동","2***","다가구","8m미만","120.14","64.50","202512","15","80,000","개인","개인","1990","탄리로13번길","-","중개거래","경기 성남시 수정구"
"451","경기도 성남시 수정구 수진동","2**","다가구","8m미만","138.40","65.50","202512","14","82,500","개인","개인","1992","수정남로52번길","-","중개거래","경기 성남시 수정구"
"452","경기도 성남시 수정구 수진동","1***","다가구","8m미만","117.42","65.50","202512","14","78,000","개인","개인","1990","제일로124번길","-","중개거래","경기 성남시 수정구"
"453","경기도 성남시 수정구 수진동","2***","다가구","8m미만","130.86","68.10","202512","13","80,000","개인","개인","1989","제일로98번길","-","중개거래","경기 부천시 원미구, 서울 동대문구"
"454","경기도 성남시 수정구 신흥동","6***","단독","8m미만","201.48","62.80","202512","13","79,000","개인","개인","1991","탄리로42번길","-","중개거래","경기 성남시 수정구"
"455","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","109.42","60.50","202512","13","71,000","개인","개인","1991","산성대로215번길","-","중개거래","경기 성남시 수정구"
"456","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","118.26","59.60","202512","13","68,000","개인","개인","1996","수정로170번길","-","중개거래","경기 성남시 수정구"
"457","경기도 성남시 수정구 수진동","9**","다가구","8m미만","104.50","60.80","202512","13","78,000","개인","개인","1989","수정남로62번길","-","중개거래","경기 성남시 수정구"
"458","경기도 성남시 수정구 수진동","2***","다가구","8m미만","134.61","69.40","202512","13","85,000","개인","개인","1991","산성대로149번길","-","중개거래","경기 성남시 수정구"
"459","경기도 성남시 수정구 수진동","4**","다가구","8m미만","179.13","70.70","202512","13","89,000","개인","개인","1973","탄리로45번길","-","중개거래","경기 성남시 수정구"
"460","경기도 성남시 수정구 수진동","3***","단독","8m미만","68.43","58.80","202512","12","64,700","개인","개인","1981","수정남로28번길","-","중개거래","경기 성남시 수정구"
"461","경기도 성남시 수정구 수진동","8**","다가구","8m미만","136.37","60.50","202512","12","82,350","개인","개인","1992","수정로136번길","-","중개거래","경기 성남시 수정구"
"462","경기도 성남시 수정구 수진동","1**","다가구","8m미만","111.96","65.50","202512","12","81,800","개인","개인","1989","수정남로46번길","-","중개거래","경기 성남시 수정구"
"463","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","110.64","60.20","202512","12","63,000","개인","개인","1989","탄리로16번길","-","중개거래","경기 성남시 수정구"
"464","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","111.62","58.80","202512","12","65,000","개인","개인","1991","수정로170번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"465","경기도 성남시 수정구 태평동","3***","단독","8m미만","235.02","99.20","202512","11","44,500","개인","개인","1986","수정로153번길","-","중개거래","경기 성남시 수정구"
"466","경기도 성남시 수정구 수진동","1***","다가구","8m미만","105.47","60.80","202512","10","72,800","개인","개인","2014","탄리로17번길","-","중개거래","경기 성남시 수정구"
"467","경기도 성남시 수정구 수진동","4**","다가구","8m미만","114.89","66.10","202512","09","82,000","개인","개인","1991","수정남로64번길","-","중개거래","경기 성남시 수정구"
"468","경기도 성남시 수정구 수진동","2***","단독","8m미만","56.20","67.80","202512","09","77,000","개인","개인","1972","산성대로157번길","-","중개거래","경기 성남시 수정구"
"469","경기도 성남시 수정구 태평동","7***","단독","8m미만","366.37","174.50","202512","09","129,336","기타","기타","1993","공원로421번길","-","중개거래","경기 성남시 수정구"
"470","경기도 성남시 수정구 태평동","2***","다가구","8m미만","122.07","66.80","202512","08","43,000","개인","개인","1990","시민로241번길","-","중개거래","경기 성남시 수정구"
"471","경기도 성남시 수정구 태평동","3***","다가구","8m미만","144.38","67.10","202512","07","67,500","개인","개인","1986","탄리로125번길","-","중개거래","경기 성남시 수정구"
"472","경기도 성남시 수정구 태평동","6**","단독","25m미만","75.80","66.40","202512","06","47,000","개인","개인","1978","탄리로","-","중개거래","경기 성남시 수정구"
"473","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","197.92","72.10","202512","06","80,000","개인","개인","1993","수정로170번길","-","중개거래","경기 성남시 수정구"
"474","경기도 성남시 수정구 수진동","9**","다가구","8m미만","133.59","66.80","202512","06","86,650","개인","개인","1993","수정남로62번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"475","경기도 성남시 수정구 수진동","2***","다가구","8m미만","133.00","70.40","202512","06","83,000","개인","개인","1991","제일로96번길","-","중개거래","경기 성남시 수정구"
"476","경기도 성남시 수정구 심곡동","3**","단독","8m미만","274.57","215.00","202512","05","127,000","개인","개인","2008","심곡로37번길","-","중개거래","서울 강남구"
"477","경기도 성남시 수정구 수진동","2**","다가구","8m미만","115.03","70.40","202512","05","83,000","개인","개인","1990","수정남로52번길","-","중개거래","경기 성남시 수정구"
"478","경기도 성남시 수정구 수진동","1***","다가구","8m미만","119.93","64.80","202512","05","77,200","개인","개인","1986","탄리로27번길","-","중개거래","경기 성남시 수정구"
"479","경기도 성남시 수정구 수진동","2**","다가구","8m미만","147.70","65.50","202512","05","95,000","개인","개인","1990","수정남로52번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구, 경기 용인시 수지구"
"480","경기도 성남시 수정구 태평동","7***","단독","8m미만","54.88","93.00","202512","04","63,000","개인","개인","1976","모란로","-","직거래","-"
"481","경기도 성남시 수정구 태평동","4***","단독","8m미만","96.48","61.50","202512","03","55,000","개인","개인","1991","탄리로131번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"482","경기도 성남시 수정구 수진동","1**","단독","8m미만","171.63","67.10","202512","02","85,000","개인","개인","1972","수정남로48번길","-","중개거래","경기 성남시 수정구"
"483","경기도 성남시 수정구 태평동","5***","다가구","8m미만","76.64","69.40","202512","02","52,000","기타","개인","1986","남문로19번길","-","중개거래","경기 성남시 수정구"
"484","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","112.39","62.50","202512","02","68,000","개인","개인","1989","수정남로152번길","-","중개거래","경기 성남시 수정구"
"485","경기도 성남시 수정구 수진동","3***","다가구","8m미만","161.29","67.80","202512","01","63,000","개인","개인","1987","수정로88번길","-","중개거래","경기 성남시 수정구"
"486","경기도 성남시 수정구 수진동","1***","단독","8m미만","107.94","61.80","202511","30","78,000","개인","개인","1996","제일로124번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"487","경기도 성남시 수정구 태평동","4***","다가구","8m미만","120.02","64.50","202511","30","60,000","개인","개인","1996","제일로224번길","-","중개거래","경기 성남시 수정구"
"488","경기도 성남시 수정구 수진동","1**","다가구","8m미만","108.93","62.10","202511","29","76,000","개인","개인","1991","수정남로50번길","-","중개거래","경기 성남시 수정구"
"489","경기도 성남시 수정구 수진동","8**","다가구","8m미만","105.01","64.10","202511","29","77,000","개인","개인","1991","수정남로66번길","-","중개거래","경기 성남시 수정구"
"490","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","108.73","74.00","202511","29","73,500","개인","개인","1983","탄리로30번길","-","중개거래","경기 성남시 수정구"
"491","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","112.76","62.50","202511","29","69,700","개인","개인","1990","산성대로269번길","-","중개거래","경기 성남시 수정구"
"492","경기도 성남시 수정구 수진동","1***","다가구","8m미만","116.19","64.50","202511","29","80,000","개인","개인","1990","제일로110번길","-","중개거래","경기 성남시 수정구"
"493","경기도 성남시 수정구 수진동","7**","다가구","8m미만","104.58","63.10","202511","28","74,200","개인","개인","1997","탄리로31번길","-","중개거래","경기 성남시 수정구"
"494","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","162.00","67.40","202511","28","82,000","개인","개인","1992","수정남로150번길","-","중개거래","경기 성남시 수정구"
"495","경기도 성남시 수정구 수진동","2***","다가구","8m미만","106.05","62.50","202511","28","77,300","개인","개인","1989","탄리로15번길","-","중개거래","경기 성남시 수정구"
"496","경기도 성남시 수정구 수진동","1***","다가구","8m미만","106.47","61.80","202511","27","76,000","개인","개인","1991","산성대로157번길","20260309","중개거래","경기 성남시 수정구"
"497","경기도 성남시 수정구 수진동","1***","다가구","8m미만","106.47","61.80","202511","27","76,000","개인","개인","1991","산성대로157번길","-","중개거래","경기 성남시 수정구"
"498","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","153.09","68.80","202511","27","57,000","개인","개인","1991","시민로139번길","-","중개거래","경기 성남시 수정구"
"499","경기도 성남시 수정구 단대동","7*","다가구","8m미만","77.06","65.10","202511","26","36,500","개인","개인","1979","단대로16번길","-","중개거래","경기 성남시 수정구"
"500","경기도 성남시 수정구 수진동","3***","다가구","8m미만","121.60","64.50","202511","26","67,000","개인","개인","1987","수정로74번길","-","중개거래","경기 성남시 수정구"
"501","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","109.62","59.80","202511","25","67,500","개인","개인","1990","시민로145번길","-","중개거래","경기 성남시 수정구"
"502","경기도 성남시 수정구 수진동","3**","다가구","8m미만","98.35","65.10","202511","24","90,000","개인","개인","1985","수정로120번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"503","경기도 성남시 수정구 신흥동","6***","단독","8m미만","274.34","119.00","202511","22","107,000","개인","개인","1985","탄리로16번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"504","경기도 성남시 수정구 수진동","1***","다가구","8m미만","127.78","62.50","202511","22","79,000","개인","개인","1990","탄리로27번길","-","중개거래","경기 성남시 수정구"
"505","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","95.71","64.10","202511","22","64,000","개인","개인","1988","수정로188번길","-","중개거래","경기 성남시 수정구"
"506","경기도 성남시 수정구 복정동","7**","다가구","12m미만","536.04","279.70","202511","21","240,000","개인","개인","2002","성남대로1390번길","-","중개거래","경기 성남시 수정구"
"507","경기도 성남시 수정구 심곡동","3**","단독","8m미만","199.53","252.00","202511","21","115,000","기타","기타","2001","심곡로20번길","-","직거래","-"
"508","경기도 성남시 수정구 수진동","9**","다가구","8m미만","157.30","72.40","202511","21","92,000","개인","개인","1997","수정남로64번길","-","중개거래","경기 성남시 수정구"
"509","경기도 성남시 수정구 수진동","3***","단독","8m미만","124.38","70.40","202511","17","41,700","개인","개인","1987","수정남로16번길","-","직거래","-"
"510","경기도 성남시 수정구 수진동","3***","다가구","8m미만","124.38","70.40","202511","17","41,700","개인","개인","1987","수정남로16번길","20251204","직거래","-"
"511","경기도 성남시 수정구 수진동","1***","다가구","8m미만","122.90","71.40","202511","15","82,200","개인","개인","1991","탄리로31번길","-","중개거래","경기 성남시 수정구"
"512","경기도 성남시 수정구 수진동","1**","단독","8m미만","113.68","65.50","202511","15","88,900","개인","개인","1973","수정남로48번길","-","중개거래","경기 성남시 수정구"
"513","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","215.62","79.70","202511","15","80,000","개인","개인","1994","수정로154번길","-","중개거래","경기 성남시 수정구"
"514","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","79.56","62.10","202511","15","66,800","개인","개인","1983","시민로145번길","-","중개거래","경기 성남시 수정구"
"515","경기도 성남시 수정구 수진동","2***","다가구","8m미만","132.24","74.00","202511","13","89,000","개인","개인","1991","제일로96번길","-","중개거래","경기 성남시 수정구"
"516","경기도 성남시 수정구 수진동","4***","다가구","8m미만","159.62","67.10","202511","13","75,000","개인","개인","1995","제일로109번길","-","중개거래","경기 성남시 수정구"
"517","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","105.59","61.50","202511","13","63,000","개인","개인","1993","탄리로30번길","-","중개거래","경기 성남시 수정구"
"518","경기도 성남시 수정구 수진동","4***","단독","8m미만","36.89","59.20","202511","12","30,000","개인","개인","1972","제일로109번길","-","직거래","-"
"519","경기도 성남시 수정구 수진동","1***","단독","8m미만","153.16","73.70","202511","11","94,000","개인","개인","1987","제일로124번길","-","중개거래","경기 성남시 수정구"
"520","경기도 성남시 수정구 수진동","2**","단독","8m미만","53.88","66.10","202511","11","74,000","개인","개인","1972","수정남로50번길","-","중개거래","경기 성남시 수정구"
"521","경기도 성남시 수정구 태평동","1***","다가구","8m미만","123.14","65.10","202511","10","22,000","개인","개인","1990","남문로121번길","-","직거래","-"
"522","경기도 성남시 수정구 수진동","1***","다가구","8m미만","105.70","60.80","202511","10","75,714","개인","개인","1990","제일로124번길","-","중개거래","경기 성남시 수정구"
"523","경기도 성남시 수정구 복정동","6**","다가구","12m미만","484.96","273.60","202511","08","185,000","개인","개인","2005","성남대로1480번길","-","중개거래","경기 성남시 수정구"
"524","경기도 성남시 수정구 수진동","1***","다가구","8m미만","122.43","69.10","202511","08","82,900","개인","개인","1995","탄리로31번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"525","경기도 성남시 수정구 수진동","2***","다가구","8m미만","135.95","67.10","202511","08","80,000","개인","개인","1990","산성대로157번길","-","중개거래","경기 성남시 수정구"
"526","경기도 성남시 수정구 태평동","1***","단독","8m미만","87.36","65.50","202511","06","43,000","개인","법인","1993","공원로445번길","-","중개거래","경기 성남시 수정구"
"527","경기도 성남시 수정구 수진동","1***","다가구","8m미만","129.21","58.50","202511","04","76,000","개인","개인","1992","산성대로173번길","-","중개거래","경기 성남시 수정구"
"528","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","103.50","63.10","202511","03","66,300","개인","개인","1990","탄리로16번길","-","중개거래","경기 성남시 수정구"
"529","경기도 성남시 수정구 수진동","2***","다가구","8m미만","80.62","63.50","202511","02","77,000","개인","개인","1983","탄리로13번길","-","중개거래","경기 성남시 수정구, 서울 강동구"
"530","경기도 성남시 수정구 태평동","5***","단독","8m미만","80.68","60.50","202511","01","50,000","개인","개인","1984","남문로22번길","-","중개거래","경기 성남시 수정구"
"531","경기도 성남시 수정구 수진동","1***","다가구","8m미만","148.26","70.40","202510","31","89,990","개인","개인","2002","탄리로25번길","-","중개거래","경기 성남시 수정구"
"532","경기도 성남시 수정구 수진동","1***","다가구","8m미만","123.25","64.10","202510","31","52,000","개인","개인","1990","탄리로25번길","-","직거래","-"
"533","경기도 성남시 수정구 태평동","5***","다가구","8m미만","142.92","61.80","202510","31","46,160","기타","개인","2001","남문로5번길","-","직거래","-"
"534","경기도 성남시 수정구 수진동","3***","단독","8m미만","99.24","60.80","202510","30","65,000","개인","개인","1991","수정남로24번길","-","중개거래","경기 성남시 수정구"
"535","경기도 성남시 수정구 태평동","5***","단독","8m미만","80.68","60.50","202510","30","50,000","개인","개인","1984","남문로22번길","20260115","중개거래","경기 성남시 수정구"
"536","경기도 성남시 수정구 수진동","8**","단독","8m미만","105.85","67.10","202510","29","76,000","개인","개인","1990","수정남로64번길","-","중개거래","경기 성남시 수정구"
"537","경기도 성남시 수정구 태평동","1***","다가구","8m미만","157.64","65.50","202510","25","44,000","개인","개인","1990","시민로255번길","-","중개거래","경기 성남시 수정구"
"538","경기도 성남시 수정구 태평동","2***","다가구","8m미만","102.42","64.50","202510","23","41,500","개인","개인","1997","시민로241번길","20251215","중개거래","경기 성남시 수정구"
"539","경기도 성남시 수정구 태평동","5***","다가구","8m미만","108.03","66.10","202510","22","49,000","개인","개인","1986","제일로187번길","-","중개거래","경기 성남시 수정구"
"540","경기도 성남시 수정구 태평동","1***","단독","8m미만","106.77","60.50","202510","19","42,800","개인","개인","2003","남문로131번길","-","중개거래","경기 성남시 수정구"
"541","경기도 성남시 수정구 수진동","1***","다가구","8m미만","159.12","66.10","202510","19","75,000","개인","개인","1990","제일로110번길","-","중개거래","경기 광주시"
"542","경기도 성남시 수정구 태평동","4***","단독","25m미만","70.35","65.50","202510","18","65,000","개인","개인","1981","탄리로","-","중개거래","경기 성남시 수정구"
"543","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","119.40","64.10","202510","18","71,500","개인","개인","1997","수정로228번길","-","중개거래","경기 성남시 수정구"
"544","경기도 성남시 수정구 수진동","5**","다가구","8m미만","118.20","67.10","202510","18","84,707","개인","개인","1991","수정남로68번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"545","경기도 성남시 수정구 수진동","1***","다가구","8m미만","292.54","124.90","202510","17","119,000","개인","개인","1985","수정남로48번길","-","중개거래","경기 성남시 수정구, 서울 동대문구"
"546","경기도 성남시 수정구 수진동","9**","다가구","8m미만","176.03","70.40","202510","17","95,000","개인","개인","1989","수정남로64번길","-","중개거래","경기 성남시 수정구"
"547","경기도 성남시 수정구 창곡동","5**","다가구","12m미만","436.05","258.90","202510","15","340,000","개인","법인","2021","위례한빛로","-","중개거래","경기 성남시 수정구"
"548","경기도 성남시 수정구 수진동","2***","다가구","8m미만","156.86","60.80","202510","15","84,800","개인","개인","1988","산성대로157번길","-","중개거래","경기 성남시 수정구"
"549","경기도 성남시 수정구 태평동","2***","단독","8m미만","90.74","56.90","202510","15","36,500","개인","개인","1988","남문로129번길","-","중개거래","경기 성남시 수정구"
"550","경기도 성남시 수정구 태평동","4***","다가구","8m미만","126.63","69.80","202510","15","57,000","개인","개인","1991","태평로48번길","-","중개거래","경기 성남시 수정구"
"551","경기도 성남시 수정구 태평동","4***","다가구","8m미만","120.86","64.50","202510","15","48,500","개인","개인","1990","탄리로119번길","-","직거래","-"
"552","경기도 성남시 수정구 신흥동","2***","다가구","8m미만","102.80","63.50","202510","15","70,000","개인","개인","1992","수정남로176번길","-","중개거래","경기 성남시 수정구"
"553","경기도 성남시 수정구 수진동","3***","다가구","8m미만","163.74","66.80","202510","15","71,700","개인","개인","1988","수정남로18번길","-","중개거래","경기 성남시 수정구"
"554","경기도 성남시 수정구 수진동","5**","다가구","8m미만","103.84","64.50","202510","15","80,000","개인","개인","1991","수정남로66번길","-","중개거래","경기 성남시 수정구"
"555","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","291.29","133.60","202510","14","119,000","개인","개인","1993","수정남로176번길","-","중개거래","경기 성남시 수정구"
"556","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","99.86","61.50","202510","14","63,000","개인","개인","1989","산성대로269번길","-","중개거래","경기 성남시 수정구"
"557","경기도 성남시 수정구 태평동","5***","단독","8m미만","99.98","68.80","202510","14","53,000","개인","개인","1972","성남대로1258번길","-","직거래","-"
"558","경기도 성남시 수정구 태평동","3*","다가구","8m미만","126.65","57.90","202510","14","34,500","개인","개인","1989","태평로128번길","-","직거래","-"
"559","경기도 성남시 수정구 수진동","1***","다가구","8m미만","107.34","64.10","202510","14","75,000","개인","개인","1986","탄리로17번길","-","중개거래","경기 성남시 수정구"
"560","경기도 성남시 수정구 수진동","1***","다가구","8m미만","109.36","65.10","202510","14","85,300","개인","개인","1994","제일로124번길","-","중개거래","경기 성남시 수정구"
"561","경기도 성남시 수정구 신흥동","5***","단독","8m미만","96.22","61.20","202510","14","68,000","개인","개인","1991","수정로180번길","-","중개거래","경기 성남시 수정구"
"562","경기도 성남시 수정구 신흥동","6***","단독","8m미만","86.54","54.50","202510","13","60,000","개인","개인","1992","산성대로215번길","-","중개거래","경기 성남시 수정구"
"563","경기도 성남시 수정구 수진동","4***","다가구","8m미만","167.86","68.80","202510","12","79,500","개인","개인","1990","성남대로1194번길","-","중개거래","경기 성남시 수정구"
"564","경기도 성남시 수정구 신흥동","3***","다가구","8m미만","117.84","66.10","202510","12","70,000","개인","개인","1990","수정로220번길","-","중개거래","경기 성남시 수정구"
"565","경기도 성남시 수정구 태평동","4***","다가구","8m미만","138.37","74.00","202510","12","59,800","개인","개인","1991","남문로55번길","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구"
"566","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","75.24","63.10","202510","12","65,000","개인","개인","1974","산성대로255번길","-","중개거래","경기 성남시 수정구"
"567","경기도 성남시 수정구 태평동","9**","다가구","8m미만","98.52","60.50","202510","11","37,200","개인","개인","1972","탄리로146번길","-","중개거래","경기 성남시 수정구"
"568","경기도 성남시 수정구 신흥동","2***","다가구","12m미만","229.65","132.90","202510","11","120,000","개인","개인","1990","산성대로295번길","-","중개거래","경기 성남시 수정구"
"569","경기도 성남시 수정구 신흥동","3***","단독","8m미만","98.17","57.90","202510","11","67,000","개인","개인","1992","수정남로152번길","20251218","중개거래","경기 성남시 수정구"
"570","경기도 성남시 수정구 신흥동","4***","다가구","8m미만","115.68","66.80","202510","11","70,000","개인","개인","1990","산성대로225번길","-","중개거래","경기 성남시 수정구"
"571","경기도 성남시 수정구 태평동","6***","단독","8m미만","107.46","61.20","202510","11","55,000","개인","개인","1988","남문로6번길","-","중개거래","경기 성남시 수정구"
"572","경기도 성남시 수정구 수진동","3***","다가구","8m미만","126.25","63.50","202510","10","66,000","개인","개인","1991","제일로131번길","-","중개거래","경기 성남시 수정구"
"573","경기도 성남시 수정구 태평동","2**","다가구","25m미만","121.20","61.50","202510","10","40,000","개인","개인","1990","태평로","20251021","중개거래","경기 성남시 수정구"
"574","경기도 성남시 수정구 태평동","3***","다가구","12m미만","457.92","201.00","202510","10","147,500","개인","개인","1997","남문로94번길","-","중개거래","경기 성남시 수정구"
"575","경기도 성남시 수정구 태평동","2**","다가구","25m미만","121.20","61.50","202510","10","40,000","개인","개인","1990","태평로","-","중개거래","경기 성남시 수정구"
"576","경기도 성남시 수정구 수진동","2***","단독","8m미만","36.03","62.80","202510","10","67,000","개인","개인","1973","산성대로157번길","-","중개거래","경기 성남시 수정구"
"577","경기도 성남시 수정구 신흥동","5***","다가구","8m미만","127.87","66.80","202510","10","66,000","개인","개인","1990","수정남로98번길","-","중개거래","경기 성남시 수정구"
"578","경기도 성남시 수정구 신흥동","3***","단독","8m미만","41.32","46.00","202510","09","46,500","개인","개인","1974","수정남로164번길","-","중개거래","경기 성남시 수정구"
"579","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","106.70","72.40","202510","08","65,300","개인","개인","1989","수정남로84번길","-","중개거래","경기 성남시 수정구"
"580","경기도 성남시 수정구 수진동","3***","다가구","8m미만","83.24","59.50","202510","08","60,700","개인","개인","1988","수정남로24번길","-","중개거래","경기 성남시 수정구"
"581","경기도 성남시 수정구 태평동","2***","다가구","8m미만","134.09","65.10","202510","07","38,500","개인","개인","1991","남문로145번길","-","중개거래","경기 성남시 수정구"
"582","경기도 성남시 수정구 수진동","2***","다가구","8m미만","94.24","57.20","202510","05","59,800","개인","개인","1990","산성대로149번길","-","직거래","-"
"583","경기도 성남시 수정구 신흥동","6***","다가구","8m미만","128.97","65.50","202510","04","74,000","개인","개인","1993","탄리로42번길","-","중개거래","경기 성남시 수정구"
