"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 분당구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"678","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","33.0700","202511","10","20,000","13","개인","개인","2003","장미로 78","20251124","중개거래","경기 성남시 분당구"
"679","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","33.0700","202511","10","20,000","13","개인","개인","2003","장미로 78","20251113","중개거래","경기 성남시 분당구"
"680","경기도 성남시 분당구 야탑동","345-2","0345","0002","한승 베네피아 오피스텔","31.7900","202511","10","18,000","3","개인","법인","2003","성남대로925번길 37","-","중개거래","경기 성남시 분당구"
"681","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","40.0000","202511","10","23,500","22","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"682","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.6100","202511","10","133,000","7","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"683","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","33.0700","202511","10","20,000","13","개인","개인","2003","장미로 78","-","중개거래","경기 성남시 분당구"
"684","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","57.7300","202511","10","66,000","25","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"685","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9985","202511","10","83,740","4","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"686","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","50.8800","202511","10","42,750","4","개인","개인","2003","성남대로172번길 12","-","중개거래","경기 성남시 분당구"
"687","경기도 성남시 분당구 삼평동","659","0659","0000","판교 효성 해링턴 타워","27.1000","202511","10","29,500","15","개인","개인","2013","판교역로192번길 22","-","중개거래","경기 성남시 분당구"
"688","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9985","202511","09","83,010","5","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"689","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9985","202511","09","83,430","7","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"690","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9924","202511","08","88,140","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"691","경기도 성남시 분당구 운중동","913","0913","0000","힐스테이트 판교 모비우스","84.1400","202511","08","74,500","2","개인","개인","2018","석운로 440","-","중개거래","경기 성남시 분당구"
"692","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9968","202511","08","87,028","3","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"693","경기도 성남시 분당구 삼평동","647","0647","0000","(647)","28.5000","202511","07","26,300","10","개인","법인","2012","대왕판교로606번길 31","-","중개거래","경기 성남시 분당구"
"694","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","35.6300","202511","07","18,000","6","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"695","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","32.9000","202511","07","17,000","8","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"696","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9924","202511","07","88,140","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"697","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9924","202511","07","88,140","5","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"698","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9968","202511","07","87,720","3","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"699","경기도 성남시 분당구 삼평동","713","0713","0000","천석미래로","27.8500","202511","07","21,050","4","개인","법인","2018","동판교로266번길 14","-","직거래","-"
"700","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9972","202511","07","84,260","9","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"701","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9911","202511","06","75,570","4","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"702","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9968","202511","06","89,190","9","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"703","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9968","202511","06","87,720","4","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"704","경기도 성남시 분당구 서현동","251-3","0251","0003","엘지분당에클라트","45.0100","202511","06","23,000","6","개인","개인","2004","서현로 184","-","중개거래","경기 성남시 분당구"
"705","경기도 성남시 분당구 서현동","251-3","0251","0003","엘지분당에클라트","45.0100","202511","06","24,000","11","개인","법인","2004","서현로 184","-","중개거래","경기 성남시 분당구"
"706","경기도 성남시 분당구 수내동","23-1","0023","0001","로얄팰리스 하우스빌","45.2700","202511","06","34,500","14","개인","개인","2004","백현로 105","-","중개거래","경기 성남시 분당구"
"707","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.6100","202511","06","134,000","18","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"708","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.6100","202511","06","135,000","16","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"709","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","56.3400","202511","06","68,000","19","개인","개인","2004","느티로 22","-","중개거래","경기 성남시 분당구"
"710","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","37.7200","202511","05","36,500","8","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"711","경기도 성남시 분당구 수내동","16-7","0016","0007","한솔인피니티오피스텔","36.1800","202511","05","18,000","11","개인","개인","2004","황새울로200번길 22","-","직거래","-"
"712","경기도 성남시 분당구 야탑동","345-2","0345","0002","한승 베네피아 오피스텔","31.7900","202511","05","18,000","6","개인","개인","2003","성남대로925번길 37","-","직거래","-"
"713","경기도 성남시 분당구 야탑동","342-3","0342","0003","엔즈 빌 오피스텔","31.9600","202511","05","17,500","4","법인","개인","2003","장미로48번길 14","-","중개거래","경기 성남시 분당구"
"714","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","32.9000","202511","05","16,200","2","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"715","경기도 성남시 분당구 구미동","187-3","0187","0003","세종그랑시아｜","36.2000","202511","05","17,700","7","개인","개인","2003","구미로9번길 8","-","중개거래","경기 성남시 분당구"
"716","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.9500","202511","05","134,000","11","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구, 경기 평택시"
"717","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","34.1500","202511","05","22,500","22","법인","개인","2004","정자일로 177","-","중개거래","경기 성남시 분당구"
"718","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","50.1750","202511","05","47,500","4","개인","개인","2004","성남대로 295","-","중개거래","경기 성남시 분당구"
"719","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","37.0600","202511","05","36,000","28","개인","개인","2004","느티로 22","-","중개거래","경기 성남시 분당구"
"720","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","34.0650","202511","04","24,000","9","법인","개인","2004","성남대로 295","-","중개거래","경기 성남시 분당구"
"721","경기도 성남시 분당구 야탑동","360-1","0360","0001","시그마 3","33.0700","202511","04","19,700","16","개인","개인","2003","장미로 78","-","중개거래","경기 성남시 분당구"
"722","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","25.7200","202511","04","20,900","27","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"723","경기도 성남시 분당구 야탑동","342-3","0342","0003","엔즈 빌 오피스텔","31.9600","202511","03","17,000","6","개인","개인","2003","장미로48번길 14","-","중개거래","경기 성남시 분당구"
"724","경기도 성남시 분당구 수내동","10-1","0010","0001","분당 트라팰리스","48.6600","202511","03","35,000","10","법인","개인","2004","황새울로 234","-","중개거래","경기 성남시 분당구"
"725","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","30.4275","202511","03","24,000","7","개인","개인","2014","성남대로 151","-","중개거래","경기 성남시 분당구"
"726","경기도 성남시 분당구 정자동","16-1","0016","0001","정자역 AK 와이즈플레이스","31.4300","202511","03","30,000","24","법인","개인","2015","느티로 2","-","중개거래","경기 성남시 분당구"
"727","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9972","202511","03","83,320","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"728","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","35.6300","202511","03","18,000","3","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"729","경기도 성남시 분당구 서현동","245-4","0245","0004","엘지분당에클라트2차","47.3000","202511","02","24,500","10","개인","개인","2004","서현로 204","-","중개거래","경기 성남시 분당구"
"730","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9971","202511","01","83,740","7","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"731","경기도 성남시 분당구 구미동","187-3","0187","0003","세종그랑시아｜","36.2000","202511","01","17,300","7","개인","개인","2003","구미로9번길 8","-","중개거래","경기 성남시 분당구"
"732","경기도 성남시 분당구 정자동","162-1","0162","0001","분당 정자동 푸르지오시티","84.8700","202511","01","87,500","28","개인","개인","2013","정자로 2","-","중개거래","경기 성남시 분당구"
"733","경기도 성남시 분당구 서현동","270-3","0270","0003","천지오피스텔","28.5600","202511","01","11,900","7","개인","개인","1998","황새울로330번길 16","-","중개거래","경기 성남시 분당구"
"734","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","41.0850","202511","01","29,750","4","개인","개인","2004","성남대로 295","-","중개거래","경기 성남시 분당구"
"735","경기도 성남시 분당구 금곡동","172","0172","0000","씨티밸리","36.5400","202511","01","20,100","3","개인","개인","2003","성남대로171번길 17","-","중개거래","경기 성남시 분당구"
"736","경기도 성남시 분당구 금곡동","172","0172","0000","씨티밸리","23.9300","202511","01","14,000","4","개인","개인","2003","성남대로171번길 17","-","중개거래","경기 성남시 분당구"
"737","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9924","202511","01","87,720","4","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"738","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9968","202511","01","88,140","5","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"739","경기도 성남시 분당구 대장동","662","0662","0000","패밀리판교 101동","84.6000","202511","01","78,900","9","개인","법인","2023","판교대장로 39","-","직거래","-"
"740","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9924","202511","01","88,140","5","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"741","경기도 성남시 분당구 수내동","22-1","0022","0001","수내동 퍼스티플러스오피스텔","34.0500","202510","31","16,250","11","개인","개인","2004","황새울로 196","-","중개거래","경기 성남시 분당구"
"742","경기도 성남시 분당구 야탑동","219-2","0219","0002","야탑 브라운스톤 오피스텔","75.7000","202510","31","38,000","5","개인","개인","2005","야탑로205번길 40","-","중개거래","경기 성남시 분당구"
"743","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","40.0000","202510","31","22,000","14","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"744","경기도 성남시 분당구 야탑동","220-1","0220","0001","로잔티움파크","83.3300","202510","30","50,800","4","개인","개인","2004","벌말로50번길 42","-","중개거래","경기 성남시 분당구"
"745","경기도 성남시 분당구 수내동","21-2","0021","0002","현대판테온I오피스텔","93.6000","202510","30","105,000","12","개인","개인","2000","황새울로200번길 9-7","-","중개거래","경기 성남시 분당구"
"746","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.9500","202510","30","135,000","15","개인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"747","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","30.4275","202510","30","23,000","3","개인","법인","2014","성남대로 151","-","중개거래","경기 성남시 분당구"
"748","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","25.0800","202510","30","21,300","10","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"749","경기도 성남시 분당구 수내동","21-2","0021","0002","현대판테온I오피스텔","163.8000","202510","30","148,000","26","개인","법인","2000","황새울로200번길 9-7","-","직거래","-"
"750","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","38.1600","202510","29","19,500","10","개인","개인","2004","정자일로 177","-","중개거래","경기 성남시 분당구"
"751","경기도 성남시 분당구 수내동","22-1","0022","0001","수내동 퍼스티플러스오피스텔","34.0500","202510","29","15,600","8","개인","개인","2004","황새울로 196","-","중개거래","경기 성남시 분당구"
"752","경기도 성남시 분당구 구미동","189-1","0189","0001","성우스타우스오피스텔","40.4700","202510","29","19,500","5","개인","개인","2004","구미로 16","-","중개거래","경기 성남시 분당구"
"753","경기도 성남시 분당구 수내동","16-7","0016","0007","한솔인피니티오피스텔","36.1800","202510","29","20,000","4","개인","개인","2004","황새울로200번길 22","-","중개거래","경기 성남시 분당구"
"754","경기도 성남시 분당구 수내동","5-2","0005","0002","삼성보보스쉐르빌","37.2100","202510","29","26,000","10","개인","개인","2004","수내로 54","-","중개거래","경기 성남시 분당구"
"755","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","38.1600","202510","29","23,500","10","개인","개인","2004","정자일로 177","-","중개거래","경기 성남시 분당구"
"756","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9924","202510","28","88,670","7","법인","법인","2024","판교대장로2길 34","-","직거래","-"
"757","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","35.0000","202510","28","18,000","4","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"758","경기도 성남시 분당구 구미동","187-2","0187","0002","세종그랑시아∥","32.2000","202510","27","15,000","7","개인","개인","2003","구미로9번길 10","-","중개거래","경기 용인시 기흥구"
"759","경기도 성남시 분당구 백현동","540","0540","0000","힐스테이트 판교역(7-1BL)","84.6100","202510","27","131,500","14","법인","개인","2022","판교역로 136","-","중개거래","경기 성남시 분당구"
"760","경기도 성남시 분당구 서현동","276-1","0276","0001","한라시그마파크","37.3110","202510","27","21,000","8","법인","개인","2003","황새울로 307","-","중개거래","경기 성남시 분당구"
"761","경기도 성남시 분당구 금곡동","172","0172","0000","씨티밸리","35.4000","202510","27","20,500","7","개인","개인","2003","성남대로171번길 17","-","중개거래","경기 성남시 분당구"
"762","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","35.6300","202510","27","17,000","6","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"763","경기도 성남시 분당구 정자동","168-1","0168","0001","대림아크로텔","37.5750","202510","27","24,900","10","개인","개인","2004","성남대로 295","-","중개거래","경기 성남시 분당구"
"764","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9924","202510","26","88,140","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"765","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9924","202510","26","88,140","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"766","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9924","202510","26","88,140","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"767","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9985","202510","26","85,210","9","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"768","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9924","202510","25","88,670","7","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"769","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","40.0000","202510","25","24,300","10","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"770","경기도 성남시 분당구 정자동","16-1","0016","0001","정자역 AK 와이즈플레이스","31.4300","202510","24","29,000","14","개인","개인","2015","느티로 2","-","중개거래","경기 성남시 분당구, 서울 동작구"
"771","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9985","202510","24","84,260","6","개인","법인","2024","판교대장로2길 34","20260120","직거래","-"
"772","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","75.4900","202510","24","102,000","19","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"773","경기도 성남시 분당구 삼평동","713","0713","0000","천석미래로","26.9400","202510","23","18,018","4","개인","법인","2018","동판교로266번길 14","-","직거래","-"
"774","경기도 성남시 분당구 삼평동","713","0713","0000","천석미래로","26.9400","202510","23","18,018","4","개인","법인","2018","동판교로266번길 14","-","직거래","-"
"775","경기도 성남시 분당구 정자동","16-1","0016","0001","정자역 AK 와이즈플레이스","20.5000","202510","23","18,700","11","개인","개인","2015","느티로 2","-","중개거래","경기 성남시 분당구"
"776","경기도 성남시 분당구 야탑동","345-2","0345","0002","한승 베네피아 오피스텔","31.7900","202510","23","18,000","7","법인","개인","2003","성남대로925번길 37","-","중개거래","경기 성남시 분당구"
"777","경기도 성남시 분당구 금곡동","172","0172","0000","씨티밸리","35.4000","202510","23","20,000","6","개인","개인","2003","성남대로171번길 17","-","중개거래","경기 성남시 분당구"
"778","경기도 성남시 분당구 정자동","16-1","0016","0001","정자역 AK 와이즈플레이스","20.5000","202510","23","19,300","6","개인","개인","2015","느티로 2","-","중개거래","경기 성남시 분당구"
"779","경기도 성남시 분당구 수내동","5-2","0005","0002","삼성보보스쉐르빌","33.7600","202510","23","22,500","23","개인","개인","2004","수내로 54","-","중개거래","경기 성남시 분당구"
"780","경기도 성남시 분당구 삼평동","713","0713","0000","천석미래로","27.7600","202510","23","18,564","4","개인","법인","2018","동판교로266번길 14","-","직거래","-"
"781","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","30.4275","202510","22","23,500","5","개인","개인","2014","성남대로 151","-","중개거래","경기 성남시 분당구"
"782","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9911","202510","22","75,570","3","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"783","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","29.4000","202510","22","25,800","31","개인","개인","2004","느티로 22","-","중개거래","경기 성남시 분당구"
"784","경기도 성남시 분당구 야탑동","345-2","0345","0002","한승 베네피아 오피스텔","31.7900","202510","21","18,400","3","개인","개인","2003","성남대로925번길 37","-","중개거래","경기 성남시 분당구"
"785","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","30.4275","202510","21","23,100","5","개인","개인","2014","성남대로 151","-","중개거래","경기 성남시 분당구"
"786","경기도 성남시 분당구 수내동","16-7","0016","0007","한솔인피니티오피스텔","36.1800","202510","21","20,500","11","개인","법인","2004","황새울로200번길 22","-","중개거래","경기 성남시 분당구"
"787","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","30.8100","202510","20","19,300","6","개인","개인","2003","성남대로172번길 12","-","중개거래","경기 성남시 분당구"
"788","경기도 성남시 분당구 구미동","9-1","0009","0001","분당 엠코 헤리츠","30.4275","202510","20","23,500","4","개인","개인","2014","성남대로 151","-","중개거래","경기 성남시 분당구"
"789","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","95.5200","202510","20","125,000","33","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"790","경기도 성남시 분당구 야탑동","264-3","0264","0003","바움하우스","115.7000","202510","19","73,300","8","개인","개인","2003","야탑로205번길 4","-","중개거래","경기 성남시 분당구"
"791","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9968","202510","19","87,028","3","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"792","경기도 성남시 분당구 운중동","943","0943","0000","큐브타워","31.5900","202510","19","21,300","9","개인","개인","2015","운중로 132","-","중개거래","경기 성남시 분당구"
"793","경기도 성남시 분당구 정자동","17-2","0017","0002","백궁 동양파라곤","26.9500","202510","18","25,500","13","개인","개인","2004","느티로 22","-","중개거래","경기 성남시 분당구"
"794","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","80.0000","202510","18","59,000","23","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"795","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","65.3700","202510","18","83,000","20","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"796","경기도 성남시 분당구 금곡동","172","0172","0000","씨티밸리","35.4000","202510","18","20,300","6","개인","개인","2003","성남대로171번길 17","-","중개거래","경기 성남시 분당구"
"797","경기도 성남시 분당구 금곡동","161","0161","0000","천사의도시 오피스텔","58.2000","202510","18","27,500","6","개인","법인","2004","성남대로 165","-","중개거래","경기 성남시 분당구"
"798","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9924","202510","18","88,140","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"799","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9911","202510","18","76,090","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"800","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9911","202510","18","76,510","8","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"801","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9924","202510","18","88,670","7","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"802","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9924","202510","18","88,140","5","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"803","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9968","202510","18","89,190","10","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"804","경기도 성남시 분당구 수내동","16-7","0016","0007","한솔인피니티오피스텔","34.2800","202510","18","21,000","8","개인","개인","2004","황새울로200번길 22","-","직거래","-"
"805","경기도 성남시 분당구 수내동","4-2","0004","0002","두산위브센티움Ⅰ","31.4600","202510","18","19,200","8","개인","개인","2003","수내로 38","-","중개거래","경기 성남시 분당구"
"806","경기도 성남시 분당구 정자동","7","0007","0000","분당두산위브파빌리온","75.4900","202510","18","101,000","33","개인","개인","2005","성남대로 393","-","중개거래","경기 성남시 분당구"
"807","경기도 성남시 분당구 정자동","215","0215","0000","더샵 분당파크리버","84.9926","202510","18","95,000","2","개인","개인","2021","돌마로 171","-","직거래","-"
"808","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","25.3900","202510","18","21,400","10","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"809","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","25.7200","202510","18","21,100","29","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"810","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","32.9000","202510","17","15,500","5","개인","개인","2004","성남대로 51","-","중개거래","강원 원주시"
"811","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","35.6300","202510","17","17,000","4","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
"812","경기도 성남시 분당구 서현동","245-1","0245","0001","분당오벨리스크","35.7800","202510","17","21,000","5","개인","개인","2003","서현로 216","-","중개거래","경기 성남시 분당구"
"813","경기도 성남시 분당구 금곡동","147","0147","0000","현대아리온 오피스텔","35.4900","202510","17","22,500","3","개인","개인","2003","성남대로172번길 12","-","중개거래","경기 성남시 분당구"
"814","경기도 성남시 분당구 대장동","661","0661","0000","판교 디오르나인 101동","84.9924","202510","17","88,670","7","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"815","경기도 성남시 분당구 수내동","16-4","0016","0004","삼라마이다스빌","73.7600","202510","17","45,000","10","개인","개인","2004","황새울로200번길 32","-","중개거래","경기 성남시 분당구"
"816","경기도 성남시 분당구 구미동","192","0192","0000","LG트윈하우스","42.1200","202510","17","19,650","2","개인","개인","1999","성남대로2번길 6","-","중개거래","경기 성남시 분당구"
"817","경기도 성남시 분당구 정자동","154-1","0154","0001","타임브릿지","148.2900","202510","16","170,000","5","개인","개인","2006","정자일로156번길 12","20260103","중개거래","경기 성남시 분당구"
"818","경기도 성남시 분당구 정자동","24","0024","0000","분당인텔리지2","38.1600","202510","16","22,400","22","법인","개인","2004","정자일로 177","-","중개거래","경기 성남시 분당구"
"819","경기도 성남시 분당구 대장동","661-1","0661","0001","판교 디오르나인 102동","84.9924","202510","16","88,140","6","개인","법인","2024","판교대장로2길 34","-","직거래","-"
"820","경기도 성남시 분당구 정자동","166-1","0166","0001","정자역 엠코헤리츠 2단지","29.7300","202510","15","24,600","8","개인","개인","2014","정자일로 140","-","중개거래","경기 성남시 분당구"
"821","경기도 성남시 분당구 정자동","162-2","0162","0002","정자동3차 푸르지오 시티","42.8400","202510","15","50,000","18","개인","개인","2015","정자일로 135","-","중개거래","경기 성남시 분당구"
"822","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","61.7700","202510","15","35,800","11","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"823","경기도 성남시 분당구 서현동","255-1","0255","0001","분당풍림아이원플러스오피스텔","60.0000","202510","15","51,000","9","개인","개인","2004","서현로 170","-","중개거래","경기 성남시 분당구"
"824","경기도 성남시 분당구 삼평동","658","0658","0000","판교역 KCC웰츠타워","35.7300","202510","15","40,500","11","법인","개인","2013","분당내곡로 159","-","중개거래","경기 성남시 분당구"
"825","경기도 성남시 분당구 수내동","21-2","0021","0002","현대판테온I오피스텔","135.1800","202510","15","145,000","24","개인","개인","2000","황새울로200번길 9-7","-","중개거래","경기 성남시 분당구"
"826","경기도 성남시 분당구 구미동","189-1","0189","0001","성우스타우스오피스텔","35.2600","202510","15","17,200","2","개인","개인","2004","구미로 16","-","중개거래","경기 성남시 분당구"
"827","경기도 성남시 분당구 구미동","156","0156","0000","포스빌","35.6300","202510","15","15,900","4","개인","개인","2004","성남대로 51","-","중개거래","경기 성남시 분당구"
