"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 연립다세대(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","건물명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"127","경기도 성남시 수정구 산성동","443-2","0443","0002","대왕주택6차","월세","52.8800","202603","19","3,000","50","2","1997","수정남로326번길 6-11","202603~202803","신규","-","","","연립다세대"
"128","경기도 성남시 수정구 수진동","3239","3239","0000","휴림","전세","50.3670","202603","18","31,000","0","2","2023","수정로88번길 12-1","202605~202805","신규","-","","","연립다세대"
"129","경기도 성남시 수정구 태평동","7210","7210","0000","수앤수캐슬","전세","53.3100","202603","18","30,000","0","4","2013","모란로87번길 12","202605~202805","신규","-","","","연립다세대"
"130","경기도 성남시 수정구 태평동","3307-65","3307","0065","태평리치빌","전세","52.4600","202603","18","30,000","0","4","2008","남문로102번길 17-7","202604~202804","신규","-","","","연립다세대"
"131","경기도 성남시 수정구 산성동","522","0522","0000","천사파크뷰","전세","58.1200","202603","18","25,000","0","3","2008","수정남로306번길 25","202606~202806","갱신","-","24,000","0","연립다세대"
"132","경기도 성남시 수정구 단대동","56-5","0056","0005","삼보가든빌라(가동)","전세","41.1450","202603","18","12,000","0","3","1990","논골로29번길 8-4","202606~202805","신규","-","","","연립다세대"
"133","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.8555","202603","18","38,789","62","1","2017","위례동이로 24","202604~202804","갱신","-","38,178","61","연립다세대"
"134","경기도 성남시 수정구 산성동","443","0443","0000","대왕주택","전세","50.8200","202603","17","16,000","0","3","1997","수정남로326번길 6-9","202605~202805","신규","-","","","연립다세대"
"135","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9252","202603","17","39,251","54","3","2017","위례동이로 24","202604~202804","갱신","-","38,220","53","연립다세대"
"136","경기도 성남시 수정구 양지동","345","0345","0000","양지빌라","월세","41.1000","202603","17","500","25","-1","1990","양지로53번길 13","202603~202703","신규","-","","","연립다세대"
"137","경기도 성남시 수정구 신흥동","2647","2647","0000","상남그린맨션","전세","49.7200","202603","17","20,000","0","3","1998","공원로349번길 31","202605~202805","신규","-","","","연립다세대"
"138","경기도 성남시 수정구 단대동","56-6","0056","0006","삼보가든빌라(나동)","전세","40.8000","202603","16","8,000","0","-1","1990","논골로29번길 8-2","202603~202803","신규","-","","","연립다세대"
"139","경기도 성남시 수정구 신흥동","51","0051","0000","금오타운","전세","54.1000","202603","16","16,500","0","1","2001","수정로271번길 9","202605~202805","신규","-","","","연립다세대"
"140","경기도 성남시 수정구 양지동","21","0021","0000","시범연립","월세","48.9300","202603","16","13,000","20","2","1980","산성대로595번길 6","202606~202806","신규","-","","","연립다세대"
"141","경기도 성남시 수정구 양지동","292-1","0292","0001","대원트윈빌라나동","월세","48.9100","202603","16","5,000","50","3","1994","양지로53번길 1","202605~202805","신규","-","","","연립다세대"
"142","경기도 성남시 수정구 산성동","592","0592","0000","유성타운","전세","59.9200","202603","16","23,000","0","2","2007","수정남로324번길 11","202604~202804","갱신","-","18,900","0","연립다세대"
"143","경기도 성남시 수정구 산성동","134","0134","0000","엘림빌라트","전세","35.9200","202603","16","15,000","0","1","1998","수정남로328번길 4","202604~202804","갱신","사용","15,000","0","연립다세대"
"144","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202603","16","54,390","32","4","2017","위례동이로 24","202604~202804","갱신","-","52,960","32","연립다세대"
"145","경기도 성남시 수정구 태평동","6767","6767","0000","(6767-0)","전세","39.8400","202603","16","5,000","0","-1","1990","성남대로1263번길 4-7","202604~202804","신규","-","","","연립다세대"
"146","경기도 성남시 수정구 태평동","6767","6767","0000","(6767-0)","전세","39.8400","202603","16","5,000","0","-1","1990","성남대로1263번길 4-7","202604~202804","갱신","사용","5,000","0","연립다세대"
"147","경기도 성남시 수정구 태평동","6767","6767","0000","(6767-0)","전세","39.8400","202603","16","5,000","0","-1","1990","성남대로1263번길 4-7","202604~202804","신규","-","","","연립다세대"
"148","경기도 성남시 수정구 수진동","4780-5","4780","0005","대성빌라(A동)","월세","53.1200","202603","14","17,000","15","4","1995","모란로 33-5","202604~202804","신규","-","","","연립다세대"
"149","경기도 성남시 수정구 양지동","97","0097","0000","동양다세대(28동)","월세","32.0400","202603","14","500","35","2","1987","수정로578번길 8","202603~202803","갱신","사용","2,000","20","연립다세대"
"150","경기도 성남시 수정구 단대동","35-4","0035","0004","신우빌라(5차)","전세","37.4400","202603","14","7,000","0","-1","1994","논골로53번길 16","202604~202804","신규","-","","","연립다세대"
"151","경기도 성남시 수정구 수진동","4780-5","4780","0005","대성빌라(A동)","월세","53.1200","202603","14","17,000","15","4","1995","모란로 33-5","202605~202805","신규","-","","","연립다세대"
"152","경기도 성남시 수정구 신흥동","77-1","0077","0001","신원빌리지(107동)","전세","59.7900","202603","13","17,500","0","1","1996","수정로251번길 30","202605~202805","신규","-","","","연립다세대"
"153","경기도 성남시 수정구 양지동","65","0065","0000","양지맨션","전세","60.9500","202603","13","23,500","0","2","1996","산성대로581번길 6-13","202605~202805","신규","-","","","연립다세대"
"154","경기도 성남시 수정구 양지동","511","0511","0000","시티빌라","월세","60.7200","202603","13","10,000","75","1","1996","산성대로515번길 6-11","202604~202804","신규","-","","","연립다세대"
"155","경기도 성남시 수정구 신흥동","92","0092","0000","동성빌라(5동)","전세","55.4400","202603","12","15,000","0","3","1993","수정로251번길 27","202604~202804","갱신","-","14,000","0","연립다세대"
"156","경기도 성남시 수정구 신촌동","230-1","0230","0001","(230-1)","월세","92.3600","202603","12","4,000","160","2","2007","신촌로 36","202604~202804","신규","-","","","연립다세대"
"157","경기도 성남시 수정구 양지동","292-1","0292","0001","대원트윈빌라나동","월세","46.7800","202603","12","5,000","50","4","1994","양지로53번길 1","202604~202804","신규","-","","","연립다세대"
"158","경기도 성남시 수정구 수진동","2848","2848","0000","금강맨션","전세","62.6100","202603","12","20,000","0","2","2001","제일로 106","202603~202703","신규","-","","","연립다세대"
"159","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.4613","202603","12","51,578","32","1","2017","위례동이로 24","202604~202804","갱신","-","50,222","32","연립다세대"
"160","경기도 성남시 수정구 양지동","97","0097","0000","동양다세대(28동)","전세","33.7200","202603","11","6,100","0","-1","1987","수정로578번길 8","202603~202803","갱신","-","6,100","0","연립다세대"
"161","경기도 성남시 수정구 양지동","97","0097","0000","동양다세대(28동)","전세","33.7200","202603","11","6,100","0","-1","1987","수정로578번길 8","202603~202803","갱신","-","6,100","0","연립다세대"
"162","경기도 성남시 수정구 신흥동","2647","2647","0000","상남그린맨션","전세","33.8100","202603","11","12,000","0","1","1998","공원로349번길 31","202604~202804","갱신","-","9,200","0","연립다세대"
"163","경기도 성남시 수정구 산성동","2121","2121","0000","대지골든빌","월세","62.1700","202603","10","1,000","80","-1","2003","수정로332번길 6-2","202604~202804","신규","-","","","연립다세대"
"164","경기도 성남시 수정구 양지동","21","0021","0000","시범연립","월세","47.7000","202603","10","13,000","10","1","1980","산성대로595번길 6","202604~202804","신규","-","","","연립다세대"
"165","경기도 성남시 수정구 신흥동","3300","3300","0000","정립빌라","전세","61.1500","202603","09","17,500","0","4","1998","수정남로176번길 3-1","202604~202804","갱신","-","17,325","0","연립다세대"
"166","경기도 성남시 수정구 태평동","3307-100","3307","0100","예주하이츠빌라","전세","30.8400","202603","09","12,000","0","4","1992","남문로94번길 7-14","202604~202804","신규","-","","","연립다세대"
"167","경기도 성남시 수정구 수진동","3958","3958","0000","민영맨션","월세","59.8800","202603","09","22,500","25","2","2000","수정남로4번길 21","202603~202803","신규","-","","","연립다세대"
"168","경기도 성남시 수정구 태평동","7256-1","7256","0001","궁전빌라(B동)","전세","56.5100","202603","09","20,000","0","4","1991","수정로25번길 24","202605~202805","신규","-","","","연립다세대"
"169","경기도 성남시 수정구 태평동","3314-1","3314","0001","(3314-1)B동","월세","36.5550","202603","09","2,000","60","2","1986","탄리로96번길 22-1","202604~202804","신규","-","","","연립다세대"
"170","경기도 성남시 수정구 산성동","536","0536","0000","산성호스트빌5차","전세","43.9500","202603","09","17,000","0","3","2007","수정남로306번길 23","202604~202804","갱신","-","16,500","0","연립다세대"
"171","경기도 성남시 수정구 산성동","119","0119","0000","태성빌라","월세","34.4600","202603","08","1,000","45","1","1998","수정남로330번길 8-1","202603~202803","신규","-","","","연립다세대"
"172","경기도 성남시 수정구 산성동","2157","2157","0000","보옥다세대(다동)","월세","43.8400","202603","07","1,000","40","-1","1986","희망로526번길 9","202603~202803","신규","-","","","연립다세대"
"173","경기도 성남시 수정구 신흥동","2613-1","2613","0001","힐하우스","월세","59.1900","202603","07","2,000","85","3","2016","공원로 347","202603~202703","신규","-","","","연립다세대"
"174","경기도 성남시 수정구 산성동","443","0443","0000","대왕주택","전세","50.8200","202603","07","16,000","0","4","1997","수정남로326번길 6-9","202605~202805","신규","-","","","연립다세대"
"175","경기도 성남시 수정구 단대동","31-10","0031","0010","한성빌라(10차)","전세","36.1000","202603","07","9,450","0","4","1993","논골로53번길 10-8","202606~202806","갱신","사용","9,450","0","연립다세대"
"176","경기도 성남시 수정구 단대동","28-6","0028","0006","제일빌라(A동)","월세","38.9650","202603","07","500","30","-1","1993","논골로53번길 2","202603~202803","신규","-","","","연립다세대"
"177","경기도 성남시 수정구 단대동","35-4","0035","0004","신우빌라(5차)","월세","37.4400","202603","07","1,000","45","4","1994","논골로53번길 16","202603~202803","신규","-","","","연립다세대"
"178","경기도 성남시 수정구 수진동","2990","2990","0000","그린하우스","월세","24.0000","202603","06","1,000","40","4","1983","성남대로1226번길 12","202604~202804","신규","-","","","연립다세대"
"179","경기도 성남시 수정구 수진동","2848","2848","0000","금강맨션","전세","62.6100","202603","06","19,500","0","5","2001","제일로 106","202604~202804","갱신","-","19,500","0","연립다세대"
"180","경기도 성남시 수정구 수진동","2848","2848","0000","금강맨션","전세","62.6100","202603","06","19,500","0","5","2001","제일로 106","202604~202804","갱신","-","19,500","0","연립다세대"
"181","경기도 성남시 수정구 단대동","35-4","0035","0004","신우빌라(5차)","전세","37.4400","202603","06","7,000","0","-1","1994","논골로53번길 16","202603~202607","신규","-","","","연립다세대"
"182","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.6879","202603","05","46,960","41","2","2017","위례동이로 24","202604~202804","갱신","-","46,220","41","연립다세대"
"183","경기도 성남시 수정구 단대동","50-3","0050","0003","일광빌라","전세","40.7100","202603","05","13,000","0","3","1993","논골로47번길 4-4","202604~202804","신규","-","","","연립다세대"
"184","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.9816","202603","05","39,719","62","3","2017","위례동이로 24","202603~202803","갱신","-","39,094","61","연립다세대"
"185","경기도 성남시 수정구 수진동","1297","1297","0000","렉스빌V","전세","51.7400","202603","05","20,000","0","3","2007","제일로110번길 5","202603~202803","신규","-","","","연립다세대"
"186","경기도 성남시 수정구 태평동","831","0831","0000","태평노블레스(101동)","전세","65.9600","202603","05","25,000","0","4","2015","탄리로146번길 12","202605~202805","신규","-","","","연립다세대"
"187","경기도 성남시 수정구 산성동","487-2","0487","0002","정립빌라","전세","39.9000","202603","04","12,000","0","2","1997","수정로456번길 63","202604~202804","신규","-","","","연립다세대"
"188","경기도 성남시 수정구 수진동","1300","1300","0000","네이처빌","전세","54.0100","202603","04","20,000","0","6","2016","제일로110번길 5-11","202603~202803","신규","-","","","연립다세대"
"189","경기도 성남시 수정구 창곡동","575","0575","0000","이편한세상테라스위례","월세","84.8555","202603","04","40,237","62","1","2017","위례동이로 24","202604~202804","갱신","-","36,347","60","연립다세대"
"190","경기도 성남시 수정구 태평동","3307-140","3307","0140","(3307-140)","월세","46.1800","202603","04","10,000","30","3","2004","남문로94번길 17-15","202604~202804","신규","-","","","연립다세대"
"191","경기도 성남시 수정구 산성동","609","0609","0000","금빛빌라","전세","59.8900","202603","03","18,300","0","5","2007","수정남로320번길 7","202605~202805","신규","-","","","연립다세대"
"192","경기도 성남시 수정구 태평동","7233","7233","0000","(7233-0)","월세","39.6800","202603","03","1,000","70","2","1986","수정로37번길 13-1","202603~202803","신규","-","","","연립다세대"
"193","경기도 성남시 수정구 수진동","3383","3383","0000","신우정빌라","월세","60.6600","202603","03","20,000","40","3","2002","수정남로30번길 9-1","202604~202804","신규","-","","","연립다세대"
"194","경기도 성남시 수정구 태평동","7254-1","7254","0001","삼보빌라(가,나동)","전세","58.0700","202603","03","23,000","0","3","1994","수정로 39","202604~202804","신규","-","","","연립다세대"
"195","경기도 성남시 수정구 수진동","1297","1297","0000","렉스빌V","전세","46.1700","202603","03","20,000","0","4","2007","제일로110번길 5","202603~202803","신규","-","","","연립다세대"
"196","경기도 성남시 수정구 신흥동","83-1","0083","0001","금호빌라(A동)","전세","38.2800","202603","02","15,000","0","3","1986","수정로257번길 11","202603~202803","신규","-","","","연립다세대"
"197","경기도 성남시 수정구 신흥동","41","0041","0000","수정빌라","전세","44.0000","202603","02","14,000","0","3","1991","수정로271번길 10-5","202606~202806","신규","-","","","연립다세대"
"198","경기도 성남시 수정구 단대동","29-6","0029","0006","신우빌라6차","전세","40.6800","202603","01","12,000","0","2","1994","논골로53번길 4-1","202606~202806","신규","-","","","연립다세대"
"199","경기도 성남시 수정구 단대동","35-1","0035","0001","상원아트빌라","전세","59.1000","202602","28","11,000","0","-1","1990","논골로61번길 15","202604~202804","신규","-","","","연립다세대"
"200","경기도 성남시 수정구 신흥동","5385","5385","0000","(5385-0)","월세","37.3200","202602","28","1,000","50","4","2002","수정남로 110","202603~202803","신규","-","","","연립다세대"
