gu_name,dong_name,admi_cd,total_commute,subway_share,bus_share,car_share,other_share,avg_stay_duration,short_stay_share,axis_commute_share,seoul_commute_share,accessibility_score,vulnerability_score,high_demand_low_access,bus,car,subway,walk,express_bus,rail,air,other,total_od_commute
중원구,금광1동,41133530,3173203.37,0.3542684722410338,0.2104255423124676,0.3023959791143169,0.1329100063321815,436.2733919064884,0.0338235175894194,0.2262754994587004,0.3268785607750484,0.5299253986761268,-0.5299253986761268,-0.6613888863762958,667723.04,959563.94,1124165.91,231990.84,178.76,186.81,11.7,189382.37,4569595.04
중원구,은행1동,41133550,199894.34,0.4121276270253575,0.2340647564108118,0.2535120804320923,0.1002955361317383,456.795709517338,0.036825705019962,0.191183560656395,0.2523609701429996,0.44041177991719,-0.44041177991719,-2.39648124566962,46788.22,50675.630000000005,82381.98,10166.759999999998,8.32,0.0,0.0,9873.43,365133.8
중원구,중앙동,41133525,2353869.71,0.3469590889123595,0.2028428625303989,0.3148015528862895,0.135396495670952,437.82006603827705,0.0334627909375663,0.2313753768383136,0.2749181283609829,0.3667402277864176,-0.3667402277864176,-0.8798268944364208,477465.67,741001.84,816696.49,158809.89,90.28,203.8,4.38,159597.36000000002,3493401.42
중원구,금광2동,41133540,3826452.87,0.3550119800639279,0.2297282365325461,0.2899953789317154,0.1252644044718104,433.666897056333,0.0371112136551677,0.191591456658274,0.277193520027033,0.2682962079371191,-0.2682962079371191,0.2471809080883006,879044.27,1109653.65,1358436.61,267273.91000000003,168.51,148.0,4.35,211723.57,5755128.33
중원구,성남동,41133510,5754575.709999999,0.3263023504473104,0.3102675922565975,0.2542097078430826,0.1092203494530094,447.46165548304174,0.0349436831025723,0.2238814108464813,0.2282381211147617,-0.047361055982603,0.047361055982603,2.072955548080619,1785458.35,1462869.0099999998,1877731.58,383258.03,360.35,506.69,14.92,244376.78,8992289.5
중원구,은행2동,41133560,3188241.04,0.3132404913776531,0.2691095651914699,0.311537279502556,0.1061126639283208,440.08621454556015,0.0373995248489744,0.1702904619470565,0.2602976225828812,-0.0814985184085616,0.0814985184085616,0.494508543947986,857986.1599999999,993255.94,998686.19,177438.47,132.92,130.87,0.0,160610.49,4775358.0600000005
중원구,상대원2동,41133580,975728.69,0.2441890685821691,0.3323563438521009,0.3087723904070096,0.1146821971587204,446.01440962159273,0.0342843869846647,0.1748064157031371,0.189179252733169,-0.6859954770760339,0.6859954770760339,0.2117941887862715,324289.62,301278.08,238262.28,73080.14,47.75,70.06,7.18,38693.58,1647795.07
중원구,도촌동,41133670,4193912.26,0.1670115483054955,0.3327623740035038,0.402428538168798,0.0977975395222025,428.0123019174703,0.0352697388094618,0.2513018830641711,0.2265567612045283,-0.7259196145988929,0.7259196145988929,2.346270310233484,1395576.2,1687749.98,700431.78,181906.3,250.72,268.94,8.4,227719.94,5992846.22
중원구,상대원3동,41133590,634417.54,0.2112568010020656,0.2948995231121762,0.3403958377317247,0.1534478381540333,447.3246866070253,0.0385798444349442,0.1771735270083307,0.169548142756728,-0.8278059537910752,0.8278059537910752,0.2592167367474418,187089.43,215953.09,134025.02,60048.78,88.7,23.8,0.0,37188.72,1097106.68
중원구,하대원동,41133660,2914869.67,0.1954362096745135,0.3651477803465566,0.3438438604357909,0.0955721495431389,428.788527364347,0.0387482195730555,0.175620442372651,0.1808601537929879,-0.9755912946622192,0.9755912946622192,1.9957614373046055,1064358.19,1002260.04,569671.0800000001,145665.01,167.53,121.78,6.94,132619.1,4265740.649999999
중원구,상대원1동,41133570,3337887.18,0.1468016723081695,0.3036605748909704,0.3844495786703013,0.1650881741305588,438.0472674939541,0.0405460947904176,0.1411634452889714,0.1557405976469927,-1.2593900549006296,1.2593900549006296,2.798546073523436,1013584.74,1283249.32,490007.42,338591.56,333.16,438.84,14.91,211667.23,5196890.87
